Registration Mark;ICAO 24-bit Address;Binary;Octal;Hexadecimal
HB-KZC;4922612;10010110001110000000000;22616364;4B1CF4
HB-KZD;4922613;10010110001110000000000;22616365;4B1CF5
HB-KZE;4922614;10010110001110000000000;22616366;4B1CF6
HB-KZF;4922615;10010110001110000000000;22616367;4B1CF7
HB-KZG;4922616;10010110001110000000000;22616370;4B1CF8
HB-KZH;4922617;10010110001110000000000;22616371;4B1CF9
HB-KZI;4922618;10010110001110000000000;22616372;4B1CFA
HB-KZJ;4922619;10010110001110000000000;22616373;4B1CFB
HB-KZK;4922620;10010110001110000000000;22616374;4B1CFC
HB-KZL;4922621;10010110001110000000000;22616375;4B1CFD
HB-KZM;4922622;10010110001110000000000;22616376;4B1CFE
HB-KZN;4922623;10010110001110000000000;22616377;4B1CFF
HB-KZO;4922624;10010110001110100000000;22616400;4B1D00
HB-KZP;4922625;10010110001110100000000;22616401;4B1D01
HB-KZQ;4922626;10010110001110100000000;22616402;4B1D02
HB-KZR;4922627;10010110001110100000000;22616403;4B1D03
HB-KZS;4922628;10010110001110100000000;22616404;4B1D04
HB-KZT;4922629;10010110001110100000000;22616405;4B1D05
HB-KZU;4922630;10010110001110100000000;22616406;4B1D06
HB-KZV;4922631;10010110001110100000000;22616407;4B1D07
HB-KZW;4922632;10010110001110100000000;22616410;4B1D08
HB-KZX;4922633;10010110001110100000000;22616411;4B1D09
HB-KZY;4922634;10010110001110100000000;22616412;4B1D0A
HB-KZZ;4922635;10010110001110100000000;22616413;4B1D0B
HB-LAA;4922636;10010110001110100000000;22616414;4B1D0C
HB-LAB;4922637;10010110001110100000000;22616415;4B1D0D
HB-LAC;4922638;10010110001110100000000;22616416;4B1D0E
HB-LAD;4922639;10010110001110100000000;22616417;4B1D0F
HB-LAE;4922640;10010110001110100000000;22616420;4B1D10
HB-LAF;4922641;10010110001110100000000;22616421;4B1D11
HB-LAG;4922642;10010110001110100000000;22616422;4B1D12
HB-LAH;4922643;10010110001110100000000;22616423;4B1D13
HB-LAI;4922644;10010110001110100000000;22616424;4B1D14
HB-LAJ;4922645;10010110001110100000000;22616425;4B1D15
HB-LAK;4922646;10010110001110100000000;22616426;4B1D16
HB-LAL;4922647;10010110001110100000000;22616427;4B1D17
HB-LAM;4922648;10010110001110100000000;22616430;4B1D18
HB-LAN;4922649;10010110001110100000000;22616431;4B1D19
HB-LAO;4922650;10010110001110100000000;22616432;4B1D1A
HB-LAP;4922651;10010110001110100000000;22616433;4B1D1B
HB-LAQ;4922652;10010110001110100000000;22616434;4B1D1C
HB-LAR;4922653;10010110001110100000000;22616435;4B1D1D
HB-LAS;4922654;10010110001110100000000;22616436;4B1D1E
HB-LAT;4922655;10010110001110100000000;22616437;4B1D1F
HB-LAU;4922656;10010110001110100000000;22616440;4B1D20
HB-LAV;4922657;10010110001110100000000;22616441;4B1D21
HB-LAW;4922658;10010110001110100000000;22616442;4B1D22
HB-LAX;4922659;10010110001110100000000;22616443;4B1D23
HB-LAY;4922660;10010110001110100000000;22616444;4B1D24
HB-LAZ;4922661;10010110001110100000000;22616445;4B1D25
HB-LBA;4922662;10010110001110100000000;22616446;4B1D26
HB-LBB;4922663;10010110001110100000000;22616447;4B1D27
HB-LBC;4922664;10010110001110100000000;22616450;4B1D28
HB-LBD;4922665;10010110001110100000000;22616451;4B1D29
HB-LBE;4922666;10010110001110100000000;22616452;4B1D2A
HB-LBF;4922667;10010110001110100000000;22616453;4B1D2B
HB-LBG;4922668;10010110001110100000000;22616454;4B1D2C
HB-LBH;4922669;10010110001110100000000;22616455;4B1D2D
HB-LBI;4922670;10010110001110100000000;22616456;4B1D2E
HB-LBJ;4922671;10010110001110100000000;22616457;4B1D2F
HB-LBK;4922672;10010110001110100000000;22616460;4B1D30
HB-LBL;4922673;10010110001110100000000;22616461;4B1D31
HB-LBM;4922674;10010110001110100000000;22616462;4B1D32
HB-LBN;4922675;10010110001110100000000;22616463;4B1D33
HB-LBO;4922676;10010110001110100000000;22616464;4B1D34
HB-LBP;4922677;10010110001110100000000;22616465;4B1D35
HB-LBQ;4922678;10010110001110100000000;22616466;4B1D36
HB-LBR;4922679;10010110001110100000000;22616467;4B1D37
HB-LBS;4922680;10010110001110100000000;22616470;4B1D38
HB-LBT;4922681;10010110001110100000000;22616471;4B1D39
HB-LBU;4922682;10010110001110100000000;22616472;4B1D3A
HB-LBV;4922683;10010110001110100000000;22616473;4B1D3B
HB-LBW;4922684;10010110001110100000000;22616474;4B1D3C
HB-LBX;4922685;10010110001110100000000;22616475;4B1D3D
HB-LBY;4922686;10010110001110100000000;22616476;4B1D3E
HB-LBZ;4922687;10010110001110100000000;22616477;4B1D3F
HB-LCA;4922688;10010110001110100000000;22616500;4B1D40
HB-LCB;4922689;10010110001110100000000;22616501;4B1D41
HB-LCC;4922690;10010110001110100000000;22616502;4B1D42
HB-LCD;4922691;10010110001110100000000;22616503;4B1D43
HB-LCE;4922692;10010110001110100000000;22616504;4B1D44
HB-LCF;4922693;10010110001110100000000;22616505;4B1D45
HB-LCG;4922694;10010110001110100000000;22616506;4B1D46
HB-LCH;4922695;10010110001110100000000;22616507;4B1D47
HB-LCI;4922696;10010110001110100000000;22616510;4B1D48
HB-LCJ;4922697;10010110001110100000000;22616511;4B1D49
HB-LCK;4922698;10010110001110100000000;22616512;4B1D4A
HB-LCL;4922699;10010110001110100000000;22616513;4B1D4B
HB-LCM;4922700;10010110001110100000000;22616514;4B1D4C
HB-LCN;4922701;10010110001110100000000;22616515;4B1D4D
HB-LCO;4922702;10010110001110100000000;22616516;4B1D4E
HB-LCP;4922703;10010110001110100000000;22616517;4B1D4F
HB-LCQ;4922704;10010110001110100000000;22616520;4B1D50
HB-LCR;4922705;10010110001110100000000;22616521;4B1D51
HB-LCS;4922706;10010110001110100000000;22616522;4B1D52
HB-LCT;4922707;10010110001110100000000;22616523;4B1D53
HB-LCU;4922708;10010110001110100000000;22616524;4B1D54
HB-LCV;4922709;10010110001110100000000;22616525;4B1D55
HB-LCW;4922710;10010110001110100000000;22616526;4B1D56
HB-LCX;4922711;10010110001110100000000;22616527;4B1D57
HB-LCY;4922712;10010110001110100000000;22616530;4B1D58
HB-LCZ;4922713;10010110001110100000000;22616531;4B1D59
HB-LDA;4922714;10010110001110100000000;22616532;4B1D5A
HB-LDB;4922715;10010110001110100000000;22616533;4B1D5B
HB-LDC;4922716;10010110001110100000000;22616534;4B1D5C
HB-LDD;4922717;10010110001110100000000;22616535;4B1D5D
HB-LDE;4922718;10010110001110100000000;22616536;4B1D5E
HB-LDF;4922719;10010110001110100000000;22616537;4B1D5F
HB-LDG;4922720;10010110001110100000000;22616540;4B1D60
HB-LDH;4922721;10010110001110100000000;22616541;4B1D61
HB-LDI;4922722;10010110001110100000000;22616542;4B1D62
HB-LDJ;4922723;10010110001110100000000;22616543;4B1D63
HB-LDK;4922724;10010110001110100000000;22616544;4B1D64
HB-LDL;4922725;10010110001110100000000;22616545;4B1D65
HB-LDM;4922726;10010110001110100000000;22616546;4B1D66
HB-LDN;4922727;10010110001110100000000;22616547;4B1D67
HB-LDO;4922728;10010110001110100000000;22616550;4B1D68
HB-LDP;4922729;10010110001110100000000;22616551;4B1D69
HB-LDQ;4922730;10010110001110100000000;22616552;4B1D6A
HB-LDR;4922731;10010110001110100000000;22616553;4B1D6B
HB-LDS;4922732;10010110001110100000000;22616554;4B1D6C
HB-LDT;4922733;10010110001110100000000;22616555;4B1D6D
HB-LDU;4922734;10010110001110100000000;22616556;4B1D6E
HB-LDV;4922735;10010110001110100000000;22616557;4B1D6F
HB-LDW;4922736;10010110001110100000000;22616560;4B1D70
HB-LDX;4922737;10010110001110100000000;22616561;4B1D71
HB-LDY;4922738;10010110001110100000000;22616562;4B1D72
HB-LDZ;4922739;10010110001110100000000;22616563;4B1D73
HB-LEA;4922740;10010110001110100000000;22616564;4B1D74
HB-LEB;4922741;10010110001110100000000;22616565;4B1D75
HB-LEC;4922742;10010110001110100000000;22616566;4B1D76
HB-LED;4922743;10010110001110100000000;22616567;4B1D77
HB-LEE;4922744;10010110001110100000000;22616570;4B1D78
HB-LEF;4922745;10010110001110100000000;22616571;4B1D79
HB-LEG;4922746;10010110001110100000000;22616572;4B1D7A
HB-LEH;4922747;10010110001110100000000;22616573;4B1D7B
HB-LEI;4922748;10010110001110100000000;22616574;4B1D7C
HB-LEJ;4922749;10010110001110100000000;22616575;4B1D7D
HB-LEK;4922750;10010110001110100000000;22616576;4B1D7E
HB-LEL;4922751;10010110001110100000000;22616577;4B1D7F
HB-LEM;4922752;10010110001110100000000;22616600;4B1D80
HB-LEN;4922753;10010110001110100000000;22616601;4B1D81
HB-LEO;4922754;10010110001110100000000;22616602;4B1D82
HB-LEP;4922755;10010110001110100000000;22616603;4B1D83
HB-LEQ;4922756;10010110001110100000000;22616604;4B1D84
HB-LER;4922757;10010110001110100000000;22616605;4B1D85
HB-LES;4922758;10010110001110100000000;22616606;4B1D86
HB-LET;4922759;10010110001110100000000;22616607;4B1D87
HB-LEU;4922760;10010110001110100000000;22616610;4B1D88
HB-LEV;4922761;10010110001110100000000;22616611;4B1D89
HB-LEW;4922762;10010110001110100000000;22616612;4B1D8A
HB-LEX;4922763;10010110001110100000000;22616613;4B1D8B
HB-LEY;4922764;10010110001110100000000;22616614;4B1D8C
HB-LEZ;4922765;10010110001110100000000;22616615;4B1D8D
HB-LFA;4922766;10010110001110100000000;22616616;4B1D8E
HB-LFB;4922767;10010110001110100000000;22616617;4B1D8F
HB-LFC;4922768;10010110001110100000000;22616620;4B1D90
HB-LFD;4922769;10010110001110100000000;22616621;4B1D91
HB-LFE;4922770;10010110001110100000000;22616622;4B1D92
HB-LFF;4922771;10010110001110100000000;22616623;4B1D93
HB-LFG;4922772;10010110001110100000000;22616624;4B1D94
HB-LFH;4922773;10010110001110100000000;22616625;4B1D95
HB-LFI;4922774;10010110001110100000000;22616626;4B1D96
HB-LFJ;4922775;10010110001110100000000;22616627;4B1D97
HB-LFK;4922776;10010110001110100000000;22616630;4B1D98
HB-LFL;4922777;10010110001110100000000;22616631;4B1D99
HB-LFM;4922778;10010110001110100000000;22616632;4B1D9A
HB-LFN;4922779;10010110001110100000000;22616633;4B1D9B
HB-LFO;4922780;10010110001110100000000;22616634;4B1D9C
HB-LFP;4922781;10010110001110100000000;22616635;4B1D9D
HB-LFQ;4922782;10010110001110100000000;22616636;4B1D9E
HB-LFR;4922783;10010110001110100000000;22616637;4B1D9F
HB-LFS;4922784;10010110001110100000000;22616640;4B1DA0
HB-LFT;4922785;10010110001110100000000;22616641;4B1DA1
HB-LFU;4922786;10010110001110100000000;22616642;4B1DA2
HB-LFV;4922787;10010110001110100000000;22616643;4B1DA3
HB-LFW;4922788;10010110001110100000000;22616644;4B1DA4
HB-LFX;4922789;10010110001110100000000;22616645;4B1DA5
HB-LFY;4922790;10010110001110100000000;22616646;4B1DA6
HB-LFZ;4922791;10010110001110100000000;22616647;4B1DA7
HB-LGA;4922792;10010110001110100000000;22616650;4B1DA8
HB-LGB;4922793;10010110001110100000000;22616651;4B1DA9
HB-LGC;4922794;10010110001110100000000;22616652;4B1DAA
HB-LGD;4922795;10010110001110100000000;22616653;4B1DAB
HB-LGE;4922796;10010110001110100000000;22616654;4B1DAC
HB-LGF;4922797;10010110001110100000000;22616655;4B1DAD
HB-LGG;4922798;10010110001110100000000;22616656;4B1DAE
HB-LGH;4922799;10010110001110100000000;22616657;4B1DAF
HB-LGI;4922800;10010110001110100000000;22616660;4B1DB0
HB-LGJ;4922801;10010110001110100000000;22616661;4B1DB1
HB-LGK;4922802;10010110001110100000000;22616662;4B1DB2
HB-LGL;4922803;10010110001110100000000;22616663;4B1DB3
HB-LGM;4922804;10010110001110100000000;22616664;4B1DB4
HB-LGN;4922805;10010110001110100000000;22616665;4B1DB5
HB-LGO;4922806;10010110001110100000000;22616666;4B1DB6
HB-LGP;4922807;10010110001110100000000;22616667;4B1DB7
HB-LGQ;4922808;10010110001110100000000;22616670;4B1DB8
HB-LGR;4922809;10010110001110100000000;22616671;4B1DB9
HB-LGS;4922810;10010110001110100000000;22616672;4B1DBA
HB-LGT;4922811;10010110001110100000000;22616673;4B1DBB
HB-LGU;4922812;10010110001110100000000;22616674;4B1DBC
HB-LGV;4922813;10010110001110100000000;22616675;4B1DBD
HB-LGW;4922814;10010110001110100000000;22616676;4B1DBE
HB-LGX;4922815;10010110001110100000000;22616677;4B1DBF
HB-LGY;4922816;10010110001110100000000;22616700;4B1DC0
HB-LGZ;4922817;10010110001110100000000;22616701;4B1DC1
HB-LHA;4922818;10010110001110100000000;22616702;4B1DC2
HB-LHB;4922819;10010110001110100000000;22616703;4B1DC3
HB-LHC;4922820;10010110001110100000000;22616704;4B1DC4
HB-LHD;4922821;10010110001110100000000;22616705;4B1DC5
HB-LHE;4922822;10010110001110100000000;22616706;4B1DC6
HB-LHF;4922823;10010110001110100000000;22616707;4B1DC7
HB-LHG;4922824;10010110001110100000000;22616710;4B1DC8
HB-LHH;4922825;10010110001110100000000;22616711;4B1DC9
HB-LHI;4922826;10010110001110100000000;22616712;4B1DCA
HB-LHJ;4922827;10010110001110100000000;22616713;4B1DCB
HB-LHK;4922828;10010110001110100000000;22616714;4B1DCC
HB-LHL;4922829;10010110001110100000000;22616715;4B1DCD
HB-LHM;4922830;10010110001110100000000;22616716;4B1DCE
HB-LHN;4922831;10010110001110100000000;22616717;4B1DCF
HB-LHO;4922832;10010110001110100000000;22616720;4B1DD0
HB-LHP;4922833;10010110001110100000000;22616721;4B1DD1
HB-LHQ;4922834;10010110001110100000000;22616722;4B1DD2
HB-LHR;4922835;10010110001110100000000;22616723;4B1DD3
HB-LHS;4922836;10010110001110100000000;22616724;4B1DD4
HB-LHT;4922837;10010110001110100000000;22616725;4B1DD5
HB-LHU;4922838;10010110001110100000000;22616726;4B1DD6
HB-LHV;4922839;10010110001110100000000;22616727;4B1DD7
HB-LHW;4922840;10010110001110100000000;22616730;4B1DD8
HB-LHX;4922841;10010110001110100000000;22616731;4B1DD9
HB-LHY;4922842;10010110001110100000000;22616732;4B1DDA
HB-LHZ;4922843;10010110001110100000000;22616733;4B1DDB
HB-LIA;4922844;10010110001110100000000;22616734;4B1DDC
HB-LIB;4922845;10010110001110100000000;22616735;4B1DDD
HB-LIC;4922846;10010110001110100000000;22616736;4B1DDE
HB-LID;4922847;10010110001110100000000;22616737;4B1DDF
HB-LIE;4922848;10010110001110100000000;22616740;4B1DE0
HB-LIF;4922849;10010110001110100000000;22616741;4B1DE1
HB-LIG;4922850;10010110001110100000000;22616742;4B1DE2
HB-LIH;4922851;10010110001110100000000;22616743;4B1DE3
HB-LII;4922852;10010110001110100000000;22616744;4B1DE4
HB-LIJ;4922853;10010110001110100000000;22616745;4B1DE5
HB-LIK;4922854;10010110001110100000000;22616746;4B1DE6
HB-LIL;4922855;10010110001110100000000;22616747;4B1DE7
HB-LIM;4922856;10010110001110100000000;22616750;4B1DE8
HB-LIN;4922857;10010110001110100000000;22616751;4B1DE9
HB-LIO;4922858;10010110001110100000000;22616752;4B1DEA
HB-LIP;4922859;10010110001110100000000;22616753;4B1DEB
HB-LIQ;4922860;10010110001110100000000;22616754;4B1DEC
HB-LIR;4922861;10010110001110100000000;22616755;4B1DED
HB-LIS;4922862;10010110001110100000000;22616756;4B1DEE
HB-LIT;4922863;10010110001110100000000;22616757;4B1DEF
HB-LIU;4922864;10010110001110100000000;22616760;4B1DF0
HB-LIV;4922865;10010110001110100000000;22616761;4B1DF1
HB-LIW;4922866;10010110001110100000000;22616762;4B1DF2
HB-LIX;4922867;10010110001110100000000;22616763;4B1DF3
HB-LIY;4922868;10010110001110100000000;22616764;4B1DF4
HB-LIZ;4922869;10010110001110100000000;22616765;4B1DF5
HB-LJA;4922870;10010110001110100000000;22616766;4B1DF6
HB-LJB;4922871;10010110001110100000000;22616767;4B1DF7
HB-LJC;4922872;10010110001110100000000;22616770;4B1DF8
HB-LJD;4922873;10010110001110100000000;22616771;4B1DF9
HB-LJE;4922874;10010110001110100000000;22616772;4B1DFA
HB-LJF;4922875;10010110001110100000000;22616773;4B1DFB
HB-LJG;4922876;10010110001110100000000;22616774;4B1DFC
HB-LJH;4922877;10010110001110100000000;22616775;4B1DFD
HB-LJI;4922878;10010110001110100000000;22616776;4B1DFE
HB-LJJ;4922879;10010110001110100000000;22616777;4B1DFF
HB-LJK;4922880;10010110001111000000000;22617000;4B1E00
HB-LJL;4922881;10010110001111000000000;22617001;4B1E01
HB-LJM;4922882;10010110001111000000000;22617002;4B1E02
HB-LJN;4922883;10010110001111000000000;22617003;4B1E03
HB-LJO;4922884;10010110001111000000000;22617004;4B1E04
HB-LJP;4922885;10010110001111000000000;22617005;4B1E05
HB-LJQ;4922886;10010110001111000000000;22617006;4B1E06
HB-LJR;4922887;10010110001111000000000;22617007;4B1E07
HB-LJS;4922888;10010110001111000000000;22617010;4B1E08
HB-LJT;4922889;10010110001111000000000;22617011;4B1E09
HB-LJU;4922890;10010110001111000000000;22617012;4B1E0A
HB-LJV;4922891;10010110001111000000000;22617013;4B1E0B
HB-LJW;4922892;10010110001111000000000;22617014;4B1E0C
HB-LJX;4922893;10010110001111000000000;22617015;4B1E0D
HB-LJY;4922894;10010110001111000000000;22617016;4B1E0E
HB-LJZ;4922895;10010110001111000000000;22617017;4B1E0F
HB-LKA;4922896;10010110001111000000000;22617020;4B1E10
HB-LKB;4922897;10010110001111000000000;22617021;4B1E11
HB-LKC;4922898;10010110001111000000000;22617022;4B1E12
HB-LKD;4922899;10010110001111000000000;22617023;4B1E13
HB-LKE;4922900;10010110001111000000000;22617024;4B1E14
HB-LKF;4922901;10010110001111000000000;22617025;4B1E15
HB-LKG;4922902;10010110001111000000000;22617026;4B1E16
HB-LKH;4922903;10010110001111000000000;22617027;4B1E17
HB-LKI;4922904;10010110001111000000000;22617030;4B1E18
HB-LKJ;4922905;10010110001111000000000;22617031;4B1E19
HB-LKK;4922906;10010110001111000000000;22617032;4B1E1A
HB-LKL;4922907;10010110001111000000000;22617033;4B1E1B
HB-LKM;4922908;10010110001111000000000;22617034;4B1E1C
HB-LKN;4922909;10010110001111000000000;22617035;4B1E1D
HB-LKO;4922910;10010110001111000000000;22617036;4B1E1E
HB-LKP;4922911;10010110001111000000000;22617037;4B1E1F
HB-LKQ;4922912;10010110001111000000000;22617040;4B1E20
HB-LKR;4922913;10010110001111000000000;22617041;4B1E21
HB-LKS;4922914;10010110001111000000000;22617042;4B1E22
HB-LKT;4922915;10010110001111000000000;22617043;4B1E23
HB-LKU;4922916;10010110001111000000000;22617044;4B1E24
HB-LKV;4922917;10010110001111000000000;22617045;4B1E25
HB-LKW;4922918;10010110001111000000000;22617046;4B1E26
HB-LKX;4922919;10010110001111000000000;22617047;4B1E27
HB-LKY;4922920;10010110001111000000000;22617050;4B1E28
HB-LKZ;4922921;10010110001111000000000;22617051;4B1E29
HB-LLA;4922922;10010110001111000000000;22617052;4B1E2A
HB-LLB;4922923;10010110001111000000000;22617053;4B1E2B
HB-LLC;4922924;10010110001111000000000;22617054;4B1E2C
HB-LLD;4922925;10010110001111000000000;22617055;4B1E2D
HB-LLE;4922926;10010110001111000000000;22617056;4B1E2E
HB-LLF;4922927;10010110001111000000000;22617057;4B1E2F
HB-LLG;4922928;10010110001111000000000;22617060;4B1E30
HB-LLH;4922929;10010110001111000000000;22617061;4B1E31
HB-LLI;4922930;10010110001111000000000;22617062;4B1E32
HB-LLJ;4922931;10010110001111000000000;22617063;4B1E33
HB-LLK;4922932;10010110001111000000000;22617064;4B1E34
HB-LLL;4922933;10010110001111000000000;22617065;4B1E35
HB-LLM;4922934;10010110001111000000000;22617066;4B1E36
HB-LLN;4922935;10010110001111000000000;22617067;4B1E37
HB-LLO;4922936;10010110001111000000000;22617070;4B1E38
HB-LLP;4922937;10010110001111000000000;22617071;4B1E39
HB-LLQ;4922938;10010110001111000000000;22617072;4B1E3A
HB-LLR;4922939;10010110001111000000000;22617073;4B1E3B
HB-LLS;4922940;10010110001111000000000;22617074;4B1E3C
HB-LLT;4922941;10010110001111000000000;22617075;4B1E3D
HB-LLU;4922942;10010110001111000000000;22617076;4B1E3E
HB-LLV;4922943;10010110001111000000000;22617077;4B1E3F
HB-LLW;4922944;10010110001111000000000;22617100;4B1E40
HB-LLX;4922945;10010110001111000000000;22617101;4B1E41
HB-LLY;4922946;10010110001111000000000;22617102;4B1E42
HB-LLZ;4922947;10010110001111000000000;22617103;4B1E43
HB-LMA;4922948;10010110001111000000000;22617104;4B1E44
HB-LMB;4922949;10010110001111000000000;22617105;4B1E45
HB-LMC;4922950;10010110001111000000000;22617106;4B1E46
HB-LMD;4922951;10010110001111000000000;22617107;4B1E47
HB-LME;4922952;10010110001111000000000;22617110;4B1E48
HB-LMF;4922953;10010110001111000000000;22617111;4B1E49
HB-LMG;4922954;10010110001111000000000;22617112;4B1E4A
HB-LMH;4922955;10010110001111000000000;22617113;4B1E4B
HB-LMI;4922956;10010110001111000000000;22617114;4B1E4C
HB-LMJ;4922957;10010110001111000000000;22617115;4B1E4D
HB-LMK;4922958;10010110001111000000000;22617116;4B1E4E
HB-LML;4922959;10010110001111000000000;22617117;4B1E4F
HB-LMM;4922960;10010110001111000000000;22617120;4B1E50
HB-LMN;4922961;10010110001111000000000;22617121;4B1E51
HB-LMO;4922962;10010110001111000000000;22617122;4B1E52
HB-LMP;4922963;10010110001111000000000;22617123;4B1E53
HB-LMQ;4922964;10010110001111000000000;22617124;4B1E54
HB-LMR;4922965;10010110001111000000000;22617125;4B1E55
HB-LMS;4922966;10010110001111000000000;22617126;4B1E56
HB-LMT;4922967;10010110001111000000000;22617127;4B1E57
HB-LMU;4922968;10010110001111000000000;22617130;4B1E58
HB-LMV;4922969;10010110001111000000000;22617131;4B1E59
HB-LMW;4922970;10010110001111000000000;22617132;4B1E5A
HB-LMX;4922971;10010110001111000000000;22617133;4B1E5B
HB-LMY;4922972;10010110001111000000000;22617134;4B1E5C
HB-LMZ;4922973;10010110001111000000000;22617135;4B1E5D
HB-LNA;4922974;10010110001111000000000;22617136;4B1E5E
HB-LNB;4922975;10010110001111000000000;22617137;4B1E5F
HB-LNC;4922976;10010110001111000000000;22617140;4B1E60
HB-LND;4922977;10010110001111000000000;22617141;4B1E61
HB-LNE;4922978;10010110001111000000000;22617142;4B1E62
HB-LNF;4922979;10010110001111000000000;22617143;4B1E63
HB-LNG;4922980;10010110001111000000000;22617144;4B1E64
HB-LNH;4922981;10010110001111000000000;22617145;4B1E65
HB-LNI;4922982;10010110001111000000000;22617146;4B1E66
HB-LNJ;4922983;10010110001111000000000;22617147;4B1E67
HB-LNK;4922984;10010110001111000000000;22617150;4B1E68
HB-LNL;4922985;10010110001111000000000;22617151;4B1E69
HB-LNM;4922986;10010110001111000000000;22617152;4B1E6A
HB-LNN;4922987;10010110001111000000000;22617153;4B1E6B
HB-LNO;4922988;10010110001111000000000;22617154;4B1E6C
HB-LNP;4922989;10010110001111000000000;22617155;4B1E6D
HB-LNQ;4922990;10010110001111000000000;22617156;4B1E6E
HB-LNR;4922991;10010110001111000000000;22617157;4B1E6F
HB-LNS;4922992;10010110001111000000000;22617160;4B1E70
HB-LNT;4922993;10010110001111000000000;22617161;4B1E71
HB-LNU;4922994;10010110001111000000000;22617162;4B1E72
HB-LNV;4922995;10010110001111000000000;22617163;4B1E73
HB-LNW;4922996;10010110001111000000000;22617164;4B1E74
HB-LNX;4922997;10010110001111000000000;22617165;4B1E75
HB-LNY;4922998;10010110001111000000000;22617166;4B1E76
HB-LNZ;4922999;10010110001111000000000;22617167;4B1E77
HB-LOA;4923000;10010110001111000000000;22617170;4B1E78
HB-LOB;4923001;10010110001111000000000;22617171;4B1E79
HB-LOC;4923002;10010110001111000000000;22617172;4B1E7A
HB-LOD;4923003;10010110001111000000000;22617173;4B1E7B
HB-LOE;4923004;10010110001111000000000;22617174;4B1E7C
HB-LOF;4923005;10010110001111000000000;22617175;4B1E7D
HB-LOG;4923006;10010110001111000000000;22617176;4B1E7E
HB-LOH;4923007;10010110001111000000000;22617177;4B1E7F
HB-LOI;4923008;10010110001111000000000;22617200;4B1E80
HB-LOJ;4923009;10010110001111000000000;22617201;4B1E81
HB-LOK;4923010;10010110001111000000000;22617202;4B1E82
HB-LOL;4923011;10010110001111000000000;22617203;4B1E83
HB-LOM;4923012;10010110001111000000000;22617204;4B1E84
HB-LON;4923013;10010110001111000000000;22617205;4B1E85
HB-LOO;4923014;10010110001111000000000;22617206;4B1E86
HB-LOP;4923015;10010110001111000000000;22617207;4B1E87
HB-LOQ;4923016;10010110001111000000000;22617210;4B1E88
HB-LOR;4923017;10010110001111000000000;22617211;4B1E89
HB-LOS;4923018;10010110001111000000000;22617212;4B1E8A
HB-LOT;4923019;10010110001111000000000;22617213;4B1E8B
HB-LOU;4923020;10010110001111000000000;22617214;4B1E8C
HB-LOV;4923021;10010110001111000000000;22617215;4B1E8D
HB-LOW;4923022;10010110001111000000000;22617216;4B1E8E
HB-LOX;4923023;10010110001111000000000;22617217;4B1E8F
HB-LOY;4923024;10010110001111000000000;22617220;4B1E90
HB-LOZ;4923025;10010110001111000000000;22617221;4B1E91
HB-LPA;4923026;10010110001111000000000;22617222;4B1E92
HB-LPB;4923027;10010110001111000000000;22617223;4B1E93
HB-LPC;4923028;10010110001111000000000;22617224;4B1E94
HB-LPD;4923029;10010110001111000000000;22617225;4B1E95
HB-LPE;4923030;10010110001111000000000;22617226;4B1E96
HB-LPF;4923031;10010110001111000000000;22617227;4B1E97
HB-LPG;4923032;10010110001111000000000;22617230;4B1E98
HB-LPH;4923033;10010110001111000000000;22617231;4B1E99
HB-LPI;4923034;10010110001111000000000;22617232;4B1E9A
HB-LPJ;4923035;10010110001111000000000;22617233;4B1E9B
HB-LPK;4923036;10010110001111000000000;22617234;4B1E9C
HB-LPL;4923037;10010110001111000000000;22617235;4B1E9D
HB-LPM;4923038;10010110001111000000000;22617236;4B1E9E
HB-LPN;4923039;10010110001111000000000;22617237;4B1E9F
HB-LPO;4923040;10010110001111000000000;22617240;4B1EA0
HB-LPP;4923041;10010110001111000000000;22617241;4B1EA1
HB-LPQ;4923042;10010110001111000000000;22617242;4B1EA2
HB-LPR;4923043;10010110001111000000000;22617243;4B1EA3
HB-LPS;4923044;10010110001111000000000;22617244;4B1EA4
HB-LPT;4923045;10010110001111000000000;22617245;4B1EA5
HB-LPU;4923046;10010110001111000000000;22617246;4B1EA6
HB-LPV;4923047;10010110001111000000000;22617247;4B1EA7
HB-LPW;4923048;10010110001111000000000;22617250;4B1EA8
HB-LPX;4923049;10010110001111000000000;22617251;4B1EA9
HB-LPY;4923050;10010110001111000000000;22617252;4B1EAA
HB-LPZ;4923051;10010110001111000000000;22617253;4B1EAB
HB-LQA;4923052;10010110001111000000000;22617254;4B1EAC
HB-LQB;4923053;10010110001111000000000;22617255;4B1EAD
HB-LQC;4923054;10010110001111000000000;22617256;4B1EAE
HB-LQD;4923055;10010110001111000000000;22617257;4B1EAF
HB-LQE;4923056;10010110001111000000000;22617260;4B1EB0
HB-LQF;4923057;10010110001111000000000;22617261;4B1EB1
HB-LQG;4923058;10010110001111000000000;22617262;4B1EB2
HB-LQH;4923059;10010110001111000000000;22617263;4B1EB3
HB-LQI;4923060;10010110001111000000000;22617264;4B1EB4
HB-LQJ;4923061;10010110001111000000000;22617265;4B1EB5
HB-LQK;4923062;10010110001111000000000;22617266;4B1EB6
HB-LQL;4923063;10010110001111000000000;22617267;4B1EB7
HB-LQM;4923064;10010110001111000000000;22617270;4B1EB8
HB-LQN;4923065;10010110001111000000000;22617271;4B1EB9
HB-LQO;4923066;10010110001111000000000;22617272;4B1EBA
